"V1","V2","V3","V4","V5","V6","V7"
3.49830104122045,4.47982376809754,4.48326778487072,2.03989738865929,2.74508138824326,1.72236513431658,-0.732773637638489
3.51873771180589,4.54416097838764,4.52580569635296,2.21891131377453,2.815589952881,1.75499671688147,-0.609629631785187
3.53015515004949,4.61314949539645,4.55784432721447,2.407988317518,2.89162334538888,1.78493795876576,-0.500001148005374
3.51714336531229,4.53552196461751,4.52064890029271,2.19458882501969,2.8061230375768,1.7523709022693,-0.625592187197883
3.45442950409304,4.39422513015826,4.39640804359798,1.80057607924832,2.66395783137782,1.61275192487229,-0.880959130842999
3.39188439294061,4.29561683763675,4.27545107542215,1.5891893904894,2.60037254599184,1.4615220587052,-0.997340534797617
3.34299282228488,4.22040590814309,4.18617851731578,1.47087822404807,2.56044964168759,1.37702182017655,-1.07922709975542
3.42487901934825,4.34671840658731,4.33821170984406,1.68802795656962,2.63050462520329,1.5348666015088,-0.940854526984912
3.53166471326461,4.61741319393495,4.55901503004335,2.41854029781288,2.89647894522213,1.78840376387535,-0.494416698796549
3.53497560885096,4.64534223706195,4.56989338975146,2.4932282253609,2.92745356766941,1.81015770574311,-0.459719067916292
3.43268539689432,4.35988329278542,4.3551661667154,1.7176293905169,2.63882507698889,1.55569963246819,-0.925347509926212
3.5239007436423,4.56722835221612,4.53742730049504,2.28177618060993,2.84114001888743,1.76338754919371,-0.569581219048057
3.49856169918772,4.47940399716585,4.48257567412544,2.03816899361773,2.74471846485632,1.72236043596127,-0.733792364779147
3.4886941489219,4.45757022952475,4.46410129854277,1.97639241677152,2.72178663633918,1.70214057814932,-0.775670688998525
3.48225305646299,4.44465144046278,4.45201480903163,1.93975403503538,2.70876454952325,1.68733777689741,-0.799487363906106
3.53967797753348,4.67904918375253,4.58322092327792,2.5779845073366,2.96580232862402,1.84407443570622,-0.422367220014347
3.50469962804356,4.49489914802566,4.49431762975824,2.08168913911318,2.76146487026268,1.73331958283874,-0.703497603784824
3.5563556981053,4.74007899024972,4.60952912056689,2.70260283273437,3.04018141857321,1.91450600118049,-0.357647905018793
3.57983854165559,5.00810987034143,4.84678046609562,2.97950039380558,3.39039095292834,2.07289391684985,-0.10032715684572
3.56718947734941,5.0384074313275,4.88848326563066,2.99746173674734,3.42585480197878,2.08019469172137,-0.0715523266754869
3.5818290313706,4.98080978743966,4.81636966681089,2.96237276820888,3.35626614174003,2.06118955448405,-0.125033349026088
3.58346129255213,4.9569308575339,4.78993144629631,2.94618303480904,3.32550674704369,2.05195469418039,-0.14589652794095
3.58187688389016,4.94972496407578,4.78337341246825,2.94158226468509,3.31519572811461,2.04759183933666,-0.152342773571555
3.57312089857101,4.99291566087524,4.83529246740516,2.97166809949793,3.3685936045159,2.05999682565901,-0.114882141346462
3.55922816379003,5.03542654551654,4.89084132042563,2.99717779779355,3.41901456182364,2.07244381420085,-0.0749239788711345
3.52508911340653,5.09726767799648,4.97945450196582,3.02567326495978,3.48881283701618,2.08763837688062,-0.00848234471063308
3.47247358722544,5.13634828014622,5.04798102050397,3.03390047706682,3.52981193846118,2.07637918395932,0.0323289491687825
3.44688789221205,5.14546037362015,5.06824485237788,3.03130114424325,3.54009515415576,2.06421198016599,0.0375625582734428
3.43598454355158,5.14911683490842,5.0757945217207,3.02882616385151,3.54501690856386,2.05947543266803,0.0396215011710658
3.46515565835568,5.1425541603277,5.05669804173229,3.03350232215674,3.53817629426161,2.07516492827171,0.0371375887126916
3.52093908374024,5.10825120217393,4.99308158527227,3.02912368178887,3.50214550465692,2.09208328412909,0.00385711389463495
3.56740199120982,5.03889642607838,4.88883698758739,2.99770641116583,3.4264760591023,2.08062613137424,-0.0710577023351529
3.54168435157574,4.68774756006575,4.58656310339392,2.59791612320464,2.97603138246575,1.85398796482298,-0.413124660665804
3.58051714629032,4.82804354923604,4.66465795280724,2.82814901767465,3.15548138368483,1.99446656534412,-0.264680198080835
3.55554727691511,5.06895316188724,4.9290880889121,3.01315588471373,3.46067559223565,2.09040986432784,-0.0400121424796216
3.50578920326131,5.12605360431702,5.01911925658276,3.03388463978173,3.52156115337525,2.09315862081057,0.0233240073736559
3.55698172915618,5.06763073032068,4.92663550974349,3.01250437244814,3.45929871284069,2.09057201376311,-0.0414278377114392
3.59333040962819,4.92472557263776,4.74936505749304,2.92035323012374,3.28480440945839,2.04673593061249,-0.173147821751933
3.5895874400275,4.97107195063035,4.800232848589,2.9549813263869,3.344725755321,2.06278175004494,-0.13305189309401
3.58681520607716,4.98589068836936,4.81793229410463,2.9650785289106,3.36331074435183,2.06730987312265,-0.120147557629061
3.54900944231232,5.08078089935162,4.94600266140031,3.01860094104438,3.47369095392286,2.09339224793147,-0.0271626609769237
3.53214630809751,5.10269535897799,4.97985976992495,3.02738375752549,3.49711182608211,2.0960717158008,-0.00256864146369108
3.59360766809633,4.93113402154145,4.75570767275247,2.92538105780701,3.29324425189025,2.04947784501435,-0.167512988126687
3.54287322296965,4.68538641265544,4.58466802723844,2.59103025865894,2.9734704400392,1.85217130942229,-0.415624893428021
3.54384365834757,4.69194072770789,4.58756407471949,2.6062960725457,2.98114975391745,1.8594188513979,-0.408684766469066
3.53234823513328,4.62655210190258,4.56282888735713,2.44365138403956,2.90650660056584,1.79453684030001,-0.4825274885742
3.52059959716187,4.55060327953356,4.52900433139596,2.23615016502153,2.82277948828496,1.75758848219334,-0.598248326185041
3.5212409705635,4.55287381138167,4.53010145186594,2.24221518969176,2.82531395987561,1.75850373099987,-0.594289183216185
3.51901426410386,4.54408981230045,4.52558062469276,2.21839164975811,2.81555953488315,1.75523295496115,-0.609861256468689
3.58924143983999,4.94821573717113,4.77670512900733,2.93893530621868,3.31525334873434,2.05291080468183,-0.153003285670124
3.58947769447191,4.88695986840051,4.71428897404172,2.88852867052729,3.23452603568629,2.02869535867858,-0.207285014131744
3.58330551359264,4.99135197564003,4.82642533141455,2.96890268395401,3.36987342614211,2.06722864593283,-0.11548656199558
3.53466297431877,4.63661936338167,4.56613642271604,2.46944922160434,2.91784142009159,1.8031292311484,-0.470138117551707
3.54932164555158,4.71131258032045,4.59532111673166,2.64714468467337,3.00453900537588,1.8822803049132,-0.38821782348254
3.45011080342268,4.38743201737198,4.38851616271253,1.7834256023859,2.65861228560596,1.60140741337572,-0.890312788594211
3.49406140857212,4.46863090359999,4.47358578457599,2.00748791006667,2.73332453947535,1.71326382563158,-0.754736581321769
3.58730775507515,4.86709145546083,4.69644998628131,2.86972940461845,3.20789964782839,2.01858248237447,-0.226017611881402
3.45674778360992,5.14606352055472,5.06351692068341,3.03257529893913,3.54228903700993,2.07146961641015,0.03913574024857
3.57423407951449,4.81321147838869,4.65579881381756,2.8115991805777,3.13543817274637,1.98155091624639,-0.279970599860783
3.56251032557876,4.77640214910577,4.63263286785912,2.76346345046579,3.08642915567483,1.94896079488751,-0.318761116093989
3.58662714929314,4.90798687686132,4.73731252059757,2.90788766775833,3.26197640418334,2.03486449104368,-0.188442569484649
3.57850015045561,4.82576739994669,4.66404440685714,2.82604885525294,3.15234364521611,1.99177137501298,-0.267032296095375
3.56252401135264,5.0496251435282,4.90380647791595,3.00351680716154,3.43870240312342,2.08346674800057,-0.0602560051213548
3.55432123336224,5.05995472802103,4.92068772381214,3.00901769661552,3.44971429784133,2.08398532322354,-0.0495589462905736
3.57824694767439,4.98675774885609,4.82519543552361,2.96674566071851,3.36297025711984,2.06117483561311,-0.119972739011723
3.5778721665201,4.96994654102585,4.80746078848892,2.95635482617748,3.3401131042111,2.05297671938406,-0.135084949384242
3.56525484513066,5.01265192351415,4.86247766418906,2.98452048062186,3.39073401279035,2.06387229941359,-0.0973203349440078
3.54909089518177,5.05026618654965,4.91485178255513,3.00578800691713,3.4334048867308,2.07348820719765,-0.0607081653104927
3.5281342337444,5.08581518655855,4.96644976498512,3.02225109829915,3.47284369905828,2.08153982709144,-0.022064711842484
3.50671903276461,5.11007216479663,5.00450616392467,3.03060968377317,3.49896274883807,2.08285047918223,0.00551752944625206
3.50378198528994,5.11893294442092,5.01426503982317,3.03205306538679,3.51212770421649,2.08720320823759,0.0157629946402604
3.52173248626949,5.10545271326418,4.98986173553019,3.02824103099085,3.49879964936888,2.09079507032812,0.000739713079501381
3.51250015630985,5.11557396071434,5.00558259021348,3.03122525615108,3.50972801542177,2.09106993291579,0.0120594372646809
3.50955448236564,5.11689790687306,5.00873088840163,3.03154466145297,3.51084237259251,2.08990298509468,0.0135355349142786
3.53440071361486,5.09273988095161,4.96866384649261,3.02364415733284,3.4856767138822,2.09115390510822,-0.013697874513598
3.51501686414602,5.11358636834436,5.0020751190993,3.03069452881921,3.50769275191912,2.09150513998908,0.00984949475746582
3.4386386500922,5.14865777275417,5.07426656782922,3.02943260445149,3.54453071160731,2.06087366309002,0.0394077123057486
3.47544161834674,5.13104515227178,5.04303938224457,3.03444701416721,3.52024013214465,2.07445036630935,0.0268619370605679
3.4895299700753,5.1225401229014,5.02742362575306,3.03359092274867,3.51112657457841,2.07883131576731,0.0186264370300717
3.53370738718175,4.65183166770475,4.57350160457831,2.51217167824129,2.93441402365014,1.81492153217508,-0.452162994938445
3.52608501159582,4.59501221493692,4.55128944016538,2.36028800017119,2.87138082228049,1.77336186477177,-0.525317006309922
3.55482435031126,4.74233207267157,4.61206694533523,2.70797755493258,3.042826207994,1.91576122917064,-0.355233696740203
3.58061917203058,4.83707960913435,4.67289312321226,2.83895505756054,3.16748892795113,1.99932787215496,-0.255573789619434
3.5473512830041,4.71269522781995,4.5973211159043,2.65177198613417,3.00596618640981,1.88269194588854,-0.386761172632385
3.54800878895037,5.07105460106604,4.93685026281351,3.01437714269049,3.46196070282531,2.08653919379443,-0.0377037397595498
3.47233386654526,5.13836318589558,5.04966040298375,3.03390993559776,3.53308132141572,2.07761089288552,0.0341483694499466
3.51979785389522,5.1039699306422,4.98964582812357,3.02790829693688,3.496229962041,2.08843871100214,-0.000885797798398712
3.57777930724309,4.97909871859204,4.81726503380046,2.96214167778718,3.35252439313458,2.05715333892325,-0.12690311933685
3.58275316792529,4.93019732007953,4.76246923786941,2.92697717604174,3.28961305162809,2.04036154076481,-0.169270212836795
3.5791755330491,4.9450301510951,4.78057650802785,2.93906461000791,3.3070325707352,2.04322048542801,-0.15694869351592
3.56639348014314,5.00434422920609,4.85336236455694,2.97964905352861,3.37977467704186,2.06016171312193,-0.105485145051092
